2019-02-22 20:40:34,437 [localhost-startStop-1] INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter] - Looking for @ControllerAdvice: WebApplicationContext for namespace 'app-servlet': startup date [Fri Feb 22 20:40:34 CST 2019]; parent: Root WebApplicationContext
2019-02-22 20:40:34,470 [localhost-startStop-1] INFO  [org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter] - Looking for @ControllerAdvice: WebApplicationContext for namespace 'app-servlet': startup date [Fri Feb 22 20:40:34 CST 2019]; parent: Root WebApplicationContext
2019-02-22 20:40:34,563 [localhost-startStop-1] INFO  [org.springframework.web.servlet.DispatcherServlet] - FrameworkServlet 'app': initialization completed in 521 ms
2019-02-22 20:42:06,152 [localhost-startStop-1] INFO  [org.springframework.web.context.ContextLoader] - Root WebApplicationContext: initialization started
2019-02-22 20:42:06,206 [localhost-startStop-1] INFO  [org.springframework.web.context.support.XmlWebApplicationContext] - Refreshing Root WebApplicationContext: startup date [Fri Feb 22 20:42:06 CST 2019]; root of context hierarchy
2019-02-22 20:42:06,239 [localhost-startStop-1] INFO  [org.springframework.beans.factory.xml.XmlBeanDefinitionReader] - Loading XML bean definitions from class path resource [ApplicationContext.xml]
2019-02-22 20:42:06,541 [localhost-startStop-1] INFO  [org.springframework.beans.factory.annotation.AutowiredAnnotationBeanPostProcessor] - JSR-330 'javax.inject.Inject' annotation found and supported for autowiring
2019-02-22 20:42:06,929 [localhost-startStop-1] INFO  [com.alibaba.druid.pool.DruidDataSource] - {dataSource-1} inited
2019-02-22 20:42:07,163 [localhost-startStop-1] INFO  [org.springframework.web.context.ContextLoader] - Root WebApplicationContext: initialization completed in 1010 ms
2019-02-22 20:42:07,307 [localhost-startStop-1] INFO  [org.springframework.web.servlet.DispatcherServlet] - FrameworkServlet 'app': initialization started
2019-02-22 20:42:07,309 [localhost-startStop-1] INFO  [org.springframework.web.context.support.XmlWebApplicationContext] - Refreshing WebApplicationContext for namespace 'app-servlet': startup date [Fri Feb 22 20:42:07 CST 2019]; parent: Root WebApplicationContext
2019-02-22 20:42:07,310 [localhost-startStop-1] INFO  [org.springframework.beans.factory.xml.XmlBeanDefinitionReader] - Loading XML bean definitions from ServletContext resource [/WEB-INF/app-servlet.xml]
